authors	year	document_type	open_access	source_title	language	addresses	affiliations	source	Type of Paper 	Relevant to the manuscript?	Why (if not)	If other please describe 
Fox S.; Foisy I.; De La Parra Venegas R.; Galván Pastoriza B.E.; Graham R.T.; Hoffmayer E.R.; Holmberg J.; Pierce S.J.	2013	Article	NA	Journal of Fish Biology	English	Fox S. Utila Whale Shark Research Utila Honduras; Foisy I. Utila Whale Shark Research Utila Honduras; De La Parra Venegas R. Chooj Ajauil AC Cancún Quintana Roo Mexico; Galván Pastoriza B.E. Chooj Ajauil AC Cancún Quintana Roo Mexico; Graham R.T. Wildlife Conservation Society Gulf and Caribbean Sharks and Rays Program Punta Gorda Belize; Hoffmayer E.R. National Marine Fisheries Service Southeast Fisheries Science Center Mississippi Laboratories Pascagoula MS 39567 United States; Holmberg J. ECOCEAN USA Portland OR 97217 1726 N. Terry Street United States; Pierce S.J. ECOCEAN USA Portland OR 97217 1726 N. Terry Street United States Marine Megafauna Foundation Tofo Beach Inhambane Mozambique	Utila Whale Shark Research Utila Honduras; Chooj Ajauil AC Cancún Quintana Roo Mexico; Wildlife Conservation Society Gulf and Caribbean Sharks and Rays Program Punta Gorda Belize; National Marine Fisheries Service Southeast Fisheries Science Center Mississippi Laboratories Pascagoula MS 39567 United States; ECOCEAN USA Portland OR 97217 1726 N. Terry Street United States; Marine Megafauna Foundation Tofo Beach Inhambane Mozambique	Scopus				
Hermosillo-Núñez B.B.; Ortiz M.; Rodríguez-Zaragoza F.A.	2019	Article	NA	Aquatic Conservation: Marine and Freshwater Ecosystems	English	Hermosillo-Núñez B.B. Laboratorio de Modelamiento de Sistemas Ecológicos Complejos (LAMSEC) Instituto Antofagasta Universidad de Antofagasta Antofagasta Chile Programa de Doctorado en Ciencias Aplicadas mención Sistemas Marinos Costeros Facultad de Ciencias del Mar & Recursos Biológicos Universidad de Antofagasta Antofagasta Chile; Ortiz M. Laboratorio de Modelamiento de Sistemas Ecológicos Complejos (LAMSEC) Instituto Antofagasta Universidad de Antofagasta Antofagasta Chile Instituto de Ciencias Naturales AvH Facultad de Ciencias del Mar y Recursos Biológicos Universidad de Antofagasta Antofagasta Chile; Rodríguez-Zaragoza F.A. Laboratorio de Ecología Molecular Microbiología y Taxonomía (LEMITAX) Departamento de Ecología Centro Universitario de Ciencias Biológicas y Agropecuarias Universidad de Guadalajara Guadalajara Jalisco Mexico	Laboratorio de Modelamiento de Sistemas Ecológicos Complejos (LAMSEC) Instituto Antofagasta Universidad de Antofagasta Antofagasta Chile; Programa de Doctorado en Ciencias Aplicadas mención Sistemas Marinos Costeros Facultad de Ciencias del Mar & Recursos Biológicos Universidad de Antofagasta Antofagasta Chile; Instituto de Ciencias Naturales AvH Facultad de Ciencias del Mar y Recursos Biológicos Universidad de Antofagasta Antofagasta Chile; Laboratorio de Ecología Molecular Microbiología y Taxonomía (LEMITAX) Departamento de Ecología Centro Universitario de Ciencias Biológicas y Agropecuarias Universidad de Guadalajara Guadalajara Jalisco Mexico	Scopus				
Gao K.; Chen J.-H.; Harris L.M.; Lin S.-J.; Xiang B.; Zhao M.	2017	Article	All Open Access; Bronze Open Access	Journal of Geophysical Research: Atmospheres	English	Gao K. Program in Atmospheric and Oceanic Sciences Princeton University Princeton NJ United States; Chen J.-H. NOAA/Geophysical Fluid Dynamics Laboratory Princeton NJ United States University Corporation for Atmospheric Research Boulder CO United States; Harris L.M. NOAA/Geophysical Fluid Dynamics Laboratory Princeton NJ United States; Lin S.-J. NOAA/Geophysical Fluid Dynamics Laboratory Princeton NJ United States; Xiang B. NOAA/Geophysical Fluid Dynamics Laboratory Princeton NJ United States University Corporation for Atmospheric Research Boulder CO United States; Zhao M. NOAA/Geophysical Fluid Dynamics Laboratory Princeton NJ United States	Program in Atmospheric and Oceanic Sciences Princeton University Princeton NJ United States; NOAA/Geophysical Fluid Dynamics Laboratory Princeton NJ United States; University Corporation for Atmospheric Research Boulder CO United States	Scopus				
Palacios Theil E.; Felder D.L.	2019	Article	NA	Marine Biology Research	English	Palacios Theil E. Department of Biology Laboratory for Crustacean Research University of Louisiana at Lafayette Lafayette LA United States; Felder D.L. Department of Biology Laboratory for Crustacean Research University of Louisiana at Lafayette Lafayette LA United States	Department of Biology Laboratory for Crustacean Research University of Louisiana at Lafayette Lafayette LA United States	Scopus				
Mendoza-González A.C.; Mateo-Cid L.E.; Searles R.B.	2007	Article	NA	Botanica Marina	English	Mendoza-González A.C. Laboratorio de Ficología Departamento de Botánica I. P. N. 11340 Mexico D.F. Prol. Carpio y Plan de Ayala Mexico; Mateo-Cid L.E. Laboratorio de Ficología Departamento de Botánica I. P. N. 11340 Mexico D.F. Prol. Carpio y Plan de Ayala Mexico; Searles R.B. Department of Biology Duke University Durham NC 27708-0338 United States	Laboratorio de Ficología Departamento de Botánica I. P. N. 11340 Mexico D.F. Prol. Carpio y Plan de Ayala Mexico; Department of Biology Duke University Durham NC 27708-0338 United States	Scopus				
Gasca R.	2009	Article	NA	Zoological Studies	English	Gasca R. El Colegio de la Frontera Sur (ECOSUR) Unidad Chetumal Chetumal Quintana Roo 77014 A.P. 424 Mexico	El Colegio de la Frontera Sur (ECOSUR) Unidad Chetumal Chetumal Quintana Roo 77014 A.P. 424 Mexico	Scopus				
Suca J.J.; Rasmuson L.K.; Malca E.; Gerard T.; Lamkin J.T.	2018	Article	All Open Access; Green Open Access	Fisheries Oceanography	English	Suca J.J. Cooperative Institute of Marine and Atmospheric Studies University of Miami Miami FL United States Biology Department Woods Hole Oceanographic Institution Woods Hole MA United States; Rasmuson L.K. Cooperative Institute of Marine and Atmospheric Studies University of Miami Miami FL United States Southeast Fisheries Science Center NOAA National Marine Fisheries Service Miami FL United States Marine Resources Program Oregon Department of Fish and Wildlife Newport OR United States; Malca E. Cooperative Institute of Marine and Atmospheric Studies University of Miami Miami FL United States Southeast Fisheries Science Center NOAA National Marine Fisheries Service Miami FL United States; Gerard T. Southeast Fisheries Science Center NOAA National Marine Fisheries Service Miami FL United States University of Phoenix South Florida Campus Miramar FL United States; Lamkin J.T. Southeast Fisheries Science Center NOAA National Marine Fisheries Service Miami FL United States	Cooperative Institute of Marine and Atmospheric Studies University of Miami Miami FL United States; Biology Department Woods Hole Oceanographic Institution Woods Hole MA United States; Southeast Fisheries Science Center NOAA National Marine Fisheries Service Miami FL United States; Marine Resources Program Oregon Department of Fish and Wildlife Newport OR United States; University of Phoenix South Florida Campus Miramar FL United States	Scopus				
Wang C.; Wang X.; Weisberg R.H.; Black M.L.	2017	Article	NA	Climate Dynamics	English	Wang C. State Key Laboratory of Tropical Oceanography South China Sea Institute of Oceanology Chinese Academy of Sciences Guangzhou China; Wang X. College of Oceanography Hohai University Nanjing China; Weisberg R.H. College of Marine Science University of South Florida St. Petersburg FL United States; Black M.L. NOAA/Atlantic Oceanographic and Meteorological Laboratory Miami FL United States	State Key Laboratory of Tropical Oceanography South China Sea Institute of Oceanology Chinese Academy of Sciences Guangzhou China; College of Oceanography Hohai University Nanjing China; College of Marine Science University of South Florida St. Petersburg FL United States; NOAA/Atlantic Oceanographic and Meteorological Laboratory Miami FL United States	Scopus				
Vernekar A.D.; Kirtman B.P.; Fennessy M.J.	2003	Article	All Open Access; Bronze Open Access	Journal of Climate	English	Vernekar A.D. Department of Meteorology Univ. of Maryland at College Park College Park MD 20742 United States; Kirtman B.P. Ctr. for Ocean-Land-Atmosph. Studies Calverton MD United States; Fennessy M.J. Ctr. for Ocean-Land-Atmosph. Studies Calverton MD United States	Department of Meteorology Univ. of Maryland at College Park College Park MD 20742 United States; Ctr. for Ocean-Land-Atmosph. Studies Calverton MD United States	Scopus				
Sánchez-Jiménez J.; Santana-Morales O.; Ayala-Donado J.; Rosales-Melgar M.; Areano-Barillas E.M.; González-Jaramillo M.; Pérez-Jiménez J.C.	2024	Article	All Open Access; Gold Open Access; Green Open Access	Latin American Journal of Aquatic Research	English	Sánchez-Jiménez J. Fundación Mundo Azul Guatemala Villa Canales Guatemala; Santana-Morales O. Fundación Mundo Azul Guatemala Villa Canales Guatemala; Ayala-Donado J. Fundación Mundo Azul Guatemala Villa Canales Guatemala; Rosales-Melgar M. Fundación Mundo Azul Guatemala Villa Canales Guatemala; Areano-Barillas E.M. Fundación Mundo Azul Guatemala Villa Canales Guatemala; González-Jaramillo M. Campeche San Francisco de Campeche Mexico; Pérez-Jiménez J.C. Fundación Mundo Azul Guatemala Villa Canales Guatemala El Colegio de la Frontera Sur Campeche Lerma Mexico	Fundación Mundo Azul Guatemala Villa Canales Guatemala; Campeche San Francisco de Campeche Mexico; El Colegio de la Frontera Sur Campeche Lerma Mexico	Scopus				
Zhao C.; Li T.	2019	Article	NA	Climate Dynamics	English	Zhao C. Key Laboratory of Meteorological Disaster Ministry of Education/Joint International Research Laboratory of Climate and Environmental Change/Collaborative Innovation Center on Forecast and Evaluation of Meteorological Disasters Nanjing University of Information Science and Technology Nanjing Jiangsu China; Li T. Key Laboratory of Meteorological Disaster Ministry of Education/Joint International Research Laboratory of Climate and Environmental Change/Collaborative Innovation Center on Forecast and Evaluation of Meteorological Disasters Nanjing University of Information Science and Technology Nanjing Jiangsu China International Pacific Research Center and Department of Atmospheric Sciences School of Ocean and Earth Science and Technology University of Hawaii at Manoa 1680 East West Road POST Bldg. 401 Honolulu 96822 HI United States	Key Laboratory of Meteorological Disaster Ministry of Education/Joint International Research Laboratory of Climate and Environmental Change/Collaborative Innovation Center on Forecast and Evaluation of Meteorological Disasters Nanjing University of Information Science and Technology Nanjing Jiangsu China; International Pacific Research Center and Department of Atmospheric Sciences School of Ocean and Earth Science and Technology University of Hawaii at Manoa 1680 East West Road POST Bldg. 401 Honolulu 96822 HI United States	Scopus				
Cerdeira-Estrada S.; López-Saldaña G.	2011	Article	All Open Access; Gold Open Access; Green Open Access	Ciencias Marinas	English	Cerdeira-Estrada S. University College London Department of Space and Climate Physics Mullard Space Science Laboratory Dorking Surrey RH5 6NT Holmbury St. Mary United Kingdom; López-Saldaña G. University College London Department of Space and Climate Physics Mullard Space Science Laboratory Dorking Surrey RH5 6NT Holmbury St. Mary United Kingdom Comisión Nacional para el Conocimiento Uso de la Biodiversidad (CONABIO) Parques del Pedregal DF. Tlalpan 14010 Ave. Liga Periférico- Insurgentes Sur 4903 Mexico	University College London Department of Space and Climate Physics Mullard Space Science Laboratory Dorking Surrey RH5 6NT Holmbury St. Mary United Kingdom; Comisión Nacional para el Conocimiento Uso de la Biodiversidad (CONABIO) Parques del Pedregal DF. Tlalpan 14010 Ave. Liga Periférico- Insurgentes Sur 4903 Mexico	Scopus				
Appendini C.M.; Torres-Freyermuth A.; Oropeza F.; Salles P.; López J.; Mendoza E.T.	2013	Article	NA	Applied Ocean Research	English	Appendini C.M. Laboratorio de Ingeniería y Procesos Costeros Instituto de Ingeniería Universidad Nacional Autónoma de México 92718 Sisal Puerto de Abrigo s/n Mexico; Torres-Freyermuth A. Laboratorio de Ingeniería y Procesos Costeros Instituto de Ingeniería Universidad Nacional Autónoma de México 92718 Sisal Puerto de Abrigo s/n Mexico; Oropeza F. Centro de Ciencias de la Atmósfera Universidad Nacional Autónoma de México Cd. Universitaria 04360 MEX City Mexico; Salles P. Laboratorio de Ingeniería y Procesos Costeros Instituto de Ingeniería Universidad Nacional Autónoma de México 92718 Sisal Puerto de Abrigo s/n Mexico; López J. Laboratorio de Ingeniería y Procesos Costeros Instituto de Ingeniería Universidad Nacional Autónoma de México 92718 Sisal Puerto de Abrigo s/n Mexico; Mendoza E.T. Laboratorio de Ingeniería y Procesos Costeros Instituto de Ingeniería Universidad Nacional Autónoma de México 92718 Sisal Puerto de Abrigo s/n Mexico	Laboratorio de Ingeniería y Procesos Costeros Instituto de Ingeniería Universidad Nacional Autónoma de México 92718 Sisal Puerto de Abrigo s/n Mexico; Centro de Ciencias de la Atmósfera Universidad Nacional Autónoma de México Cd. Universitaria 04360 MEX City Mexico	Scopus				
Marshall A.G.; Hendon H.H.; Durrant T.H.; Hemer M.A.	2015	Article	NA	Ocean Modelling	English	Marshall A.G. Australian Bureau of Meteorology Australia; Hendon H.H. Australian Bureau of Meteorology Australia; Durrant T.H. Australian Bureau of Meteorology Australia; Hemer M.A. CSIRO Marine and Atmospheric Research Australia	Australian Bureau of Meteorology Australia; CSIRO Marine and Atmospheric Research Australia	Scopus				
Kastner S.E.; Pawlak G.; Giddings S.N.; Adelson A.E.; Collin R.; Davis K.A.	2024	Article	NA	Journal of Physical Oceanography	English	Kastner S.E. Department of Environmental Science Western Washington University Bellingham WA United States; Pawlak G. Department of Mechanical and Aerospace Engineering University of California San Diego San Diego CA United States Scripps Institution of Oceanography University of California San Diego San Diego CA United States; Giddings S.N. Scripps Institution of Oceanography University of California San Diego San Diego CA United States; Adelson A.E. Scripps Institution of Oceanography University of California San Diego San Diego CA United States; Collin R. Smithsonian Tropical Research Institute Balboa Ancon Panama; Davis K.A. Oceans Department Stanford University Palo Alto CA United States	Department of Environmental Science Western Washington University Bellingham WA United States; Department of Mechanical and Aerospace Engineering University of California San Diego San Diego CA United States; Scripps Institution of Oceanography University of California San Diego San Diego CA United States; Smithsonian Tropical Research Institute Balboa Ancon Panama; Oceans Department Stanford University Palo Alto CA United States	Scopus				
